Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H3,2007,2007,2007,4,0,1,Import,31,Azerbaijan,AZE,364,Iran,IRN,1001,Wheat and meslin.,8,Weight in kilograms,1374738,1374738,355560,0
H3,2007,2007,2007,4,0,1,Import,31,Azerbaijan,AZE,398,Kazakhstan,KAZ,1001,Wheat and meslin.,8,Weight in kilograms,951044474,951044474,195159100,0
H3,2007,2007,2007,4,0,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,1001,Wheat and meslin.,8,Weight in kilograms,455865104,455865104,100822244,0
H3,2007,2007,2007,4,0,1,Import,31,Azerbaijan,AZE,860,Uzbekistan,UZB,1001,Wheat and meslin.,8,Weight in kilograms,3295550,3295550,612888,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,12,Algeria,DZA,1001,Wheat and meslin.,8,Weight in kilograms,288595835,288595835,79912057,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,50,Bangladesh,BGD,1001,Wheat and meslin.,8,Weight in kilograms,162804000,162804000,44415610,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,56,Belgium,BEL,1001,Wheat and meslin.,8,Weight in kilograms,1672990,1672990,510911,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,1001,Wheat and meslin.,8,Weight in kilograms,62717210,62717210,11571108,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,6043,6043,5949,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,5619962811,5619962811,1135701213,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,152,Chile,CHL,1001,Wheat and meslin.,8,Weight in kilograms,337141450,337141450,67651080,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,170,Colombia,COL,1001,Wheat and meslin.,8,Weight in kilograms,107767395,107767395,21054561,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,178,Congo,COG,1001,Wheat and meslin.,8,Weight in kilograms,85989000,85989000,18264957,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin.,8,Weight in kilograms,76277000,76277000,13484381,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,192,Cuba,CUB,1001,Wheat and meslin.,8,Weight in kilograms,118453000,118453000,17114874,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,218,Ecuador,ECU,1001,Wheat and meslin.,8,Weight in kilograms,31189030,31189030,7109523,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,1171,1171,4117,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,19,19,20,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,5,5,117,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,332,Haiti,HTI,1001,Wheat and meslin.,8,Weight in kilograms,12400000,12400000,2492400,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,360,Indonesia,IDN,1001,Wheat and meslin.,8,Weight in kilograms,197840,197840,67661,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,376,Israel,ISR,1001,Wheat and meslin.,8,Weight in kilograms,394920,394920,142672,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,6,6,7,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,223240,223240,45764,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,384,Côte d'Ivoire,CIV,1001,Wheat and meslin.,8,Weight in kilograms,21000000,21000000,5073285,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,404,Kenya,KEN,1001,Wheat and meslin.,8,Weight in kilograms,205998000,205998000,40685746,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,414,Kuwait,KWT,1001,Wheat and meslin.,8,Weight in kilograms,29271000,29271000,5534798,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,450,Madagascar,MDG,1001,Wheat and meslin.,8,Weight in kilograms,26680000,26680000,6931800,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,454,Malawi,MWI,1001,Wheat and meslin.,8,Weight in kilograms,34821999,34821999,8530722,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,458,Malaysia,MYS,1001,Wheat and meslin.,8,Weight in kilograms,152974220,152974220,29684462,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,478,Mauritania,MRT,1001,Wheat and meslin.,8,Weight in kilograms,32000000,32000000,7907823,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,480,Mauritius,MUS,1001,Wheat and meslin.,8,Weight in kilograms,727430,727430,242052,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,484,Mexico,MEX,1001,Wheat and meslin.,8,Weight in kilograms,160,160,838,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,504,Morocco,MAR,1001,Wheat and meslin.,8,Weight in kilograms,48234000,48234000,14503232,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,508,Mozambique,MOZ,1001,Wheat and meslin.,8,Weight in kilograms,184228000,184228000,39372766,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,512,Oman,OMN,1001,Wheat and meslin.,8,Weight in kilograms,50359000,50359000,8988775,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,472820,472820,165487,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,554,New Zealand,NZL,1001,Wheat and meslin.,8,Weight in kilograms,12,12,22,6
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,566,Nigeria,NGA,1001,Wheat and meslin.,8,Weight in kilograms,199262000,199262000,39643047,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,579,Norway,NOR,1001,Wheat and meslin.,8,Weight in kilograms,1364960,1364960,457815,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,12681000,12681000,2399325,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,604,Peru,PER,1001,Wheat and meslin.,8,Weight in kilograms,438647340,438647340,96477250,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,608,Philippines,PHL,1001,Wheat and meslin.,8,Weight in kilograms,772920,772920,256040,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,642,Romania,ROU,1001,Wheat and meslin.,8,Weight in kilograms,1100,1100,6246,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,686,Senegal,SEN,1001,Wheat and meslin.,8,Weight in kilograms,29547000,29547000,7212006,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,694,Sierra Leone,SLE,1001,Wheat and meslin.,8,Weight in kilograms,3163000,3163000,542099,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,699,India,IND,1001,Wheat and meslin.,8,Weight in kilograms,2,2,34,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,699,India,IND,1001,Wheat and meslin.,8,Weight in kilograms,145057245,145057245,43548673,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,704,Viet Nam,VNM,1001,Wheat and meslin.,8,Weight in kilograms,133132800,133132800,23079407,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,710,South Africa,ZAF,1001,Wheat and meslin.,8,Weight in kilograms,419072428,419072428,95425270,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,757,Switzerland,CHE,1001,Wheat and meslin.,8,Weight in kilograms,735,735,515,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,784,United Arab Emirates,ARE,1001,Wheat and meslin.,8,Weight in kilograms,105143000,105143000,16792116,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,800,Uganda,UGA,1001,Wheat and meslin.,8,Weight in kilograms,19200000,19200000,5558000,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,818,Egypt,EGY,1001,Wheat and meslin.,8,Weight in kilograms,57749999,57749999,9516285,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,272,272,104,6
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,8208480,8208480,2825009,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,834,United Rep. of Tanzania,TZA,1001,Wheat and meslin.,8,Weight in kilograms,168163725,168163725,38454472,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,618,618,1728,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,153,153,462,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,858,Uruguay,URY,1001,Wheat and meslin.,8,Weight in kilograms,28000,28000,12037,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,858,Uruguay,URY,1001,Wheat and meslin.,8,Weight in kilograms,46475043,46475043,10282010,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,862,Venezuela,VEN,1001,Wheat and meslin.,8,Weight in kilograms,24199820,24199820,4606375,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,887,Yemen,YEM,1001,Wheat and meslin.,8,Weight in kilograms,141097000,141097000,31745737,0
H3,2007,2007,2007,4,0,1,Import,32,Argentina,ARG,899,"Areas, nes",,1001,Wheat and meslin.,8,Weight in kilograms,31040,31040,5963,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,421902340,421902340,154801191,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,77757080,77757080,30390255,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,100,Bulgaria,BGR,1001,Wheat and meslin.,8,Weight in kilograms,13028090,13028090,4650851,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,856811107,856811107,667967158,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,156,China,CHN,1001,Wheat and meslin.,8,Weight in kilograms,16031,16031,15374,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,2897800930,2897800930,1237861055,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,441499823,441499823,176577162,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,428,Latvia,LVA,1001,Wheat and meslin.,8,Weight in kilograms,24402046,24402046,8782202,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,440,Lithuania,LTU,1001,Wheat and meslin.,8,Weight in kilograms,174868252,174868252,67826615,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,484,Mexico,MEX,1001,Wheat and meslin.,8,Weight in kilograms,859745463,859745463,539081463,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,616,Poland,POL,1001,Wheat and meslin.,8,Weight in kilograms,27499544,27499544,11016608,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,643,Russian Federation,RUS,1001,Wheat and meslin.,8,Weight in kilograms,41978420,41978420,12048686,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,724,Spain,ESP,1001,Wheat and meslin.,8,Weight in kilograms,81220539,81220539,49878689,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,752,Sweden,SWE,1001,Wheat and meslin.,8,Weight in kilograms,78905298,78905298,33875520,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,804,Ukraine,UKR,1001,Wheat and meslin.,8,Weight in kilograms,118811591,118811591,27975937,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,82647740,82647740,30662755,0
H3,2008,2008,2008,4,0,1,Import,12,Algeria,DZA,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,287636762,287636762,120775340,0
H3,2008,2008,2008,4,0,1,Import,20,Andorra,AND,620,Portugal,PRT,1001,Wheat and meslin.,8,Weight in kilograms,4268,4268,47559,0
H3,2008,2008,2008,4,0,1,Import,20,Andorra,AND,724,Spain,ESP,1001,Wheat and meslin.,8,Weight in kilograms,64800,64800,23527,0
H3,2008,2008,2008,4,0,1,Import,31,Azerbaijan,AZE,100,Bulgaria,BGR,1001,Wheat and meslin.,8,Weight in kilograms,163000,163000,105848,0
H3,2008,2008,2008,4,0,2,Export,31,Azerbaijan,AZE,268,Georgia,GEO,1001,Wheat and meslin.,8,Weight in kilograms,1280050,1280050,413614,0
H3,2008,2008,2008,4,0,2,Export,31,Azerbaijan,AZE,364,Iran,IRN,1001,Wheat and meslin.,8,Weight in kilograms,672784,672784,86822,0
H3,2008,2008,2008,4,0,1,Import,31,Azerbaijan,AZE,398,Kazakhstan,KAZ,1001,Wheat and meslin.,8,Weight in kilograms,469266122,469266122,150875088,0
H3,2008,2008,2008,4,0,1,Import,31,Azerbaijan,AZE,498,Rep. of Moldova,MDA,1001,Wheat and meslin.,8,Weight in kilograms,1006600,1006600,226485,0
H3,2008,2008,2008,4,0,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,1001,Wheat and meslin.,8,Weight in kilograms,726429924,726429924,186514938,0
H3,2008,2008,2008,4,0,1,Import,31,Azerbaijan,AZE,804,Ukraine,UKR,1001,Wheat and meslin.,8,Weight in kilograms,112419207,112419207,30656642,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,12,Algeria,DZA,1001,Wheat and meslin.,8,Weight in kilograms,346363270,346363270,105009133,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,493002,493002,159045,0
H3,2008,2008,2008,4,0,4,Re-Import,32,Argentina,ARG,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,493002,493002,159045,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,36,Australia,AUS,1001,Wheat and meslin.,8,Weight in kilograms,207,207,264,6
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,48,Bahrain,BHR,1001,Wheat and meslin.,8,Weight in kilograms,8993000,8993000,2643942,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,50,Bangladesh,BGD,1001,Wheat and meslin.,8,Weight in kilograms,50423820,50423820,15276403,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,56,Belgium,BEL,1001,Wheat and meslin.,8,Weight in kilograms,5765270,5765270,3010124,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,1001,Wheat and meslin.,8,Weight in kilograms,47694468,47694468,13070077,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,12803,12803,12192,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,4167959274,4167959274,1212114611,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,120,Cameroon,CMR,1001,Wheat and meslin.,8,Weight in kilograms,11920000,11920000,3166500,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,634200,634200,381777,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,144,Sri Lanka,LKA,1001,Wheat and meslin.,8,Weight in kilograms,21670000,21670000,6175949,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,152,Chile,CHL,1001,Wheat and meslin.,8,Weight in kilograms,252651412,252651412,70630297,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,170,Colombia,COL,1001,Wheat and meslin.,8,Weight in kilograms,152931685,152931685,43163731,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,178,Congo,COG,1001,Wheat and meslin.,8,Weight in kilograms,72562000,72562000,19456886,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin.,8,Weight in kilograms,70285310,70285310,21670143,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,218,Ecuador,ECU,1001,Wheat and meslin.,8,Weight in kilograms,52777930,52777930,16022742,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,2660,2660,32729,6
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,978780,978780,396302,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,420820,420820,151976,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,328,Guyana,GUY,1001,Wheat and meslin.,8,Weight in kilograms,8177805,8177805,2092132,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,360,Indonesia,IDN,1001,Wheat and meslin.,8,Weight in kilograms,69793055,69793055,21603962,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,364,Iran,IRN,1001,Wheat and meslin.,8,Weight in kilograms,72838000,72838000,12810650,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,376,Israel,ISR,1001,Wheat and meslin.,8,Weight in kilograms,240855,240855,145537,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,29,29,741,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,125255,125255,73831,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,384,Côte d'Ivoire,CIV,1001,Wheat and meslin.,8,Weight in kilograms,36729000,36729000,10977919,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,404,Kenya,KEN,1001,Wheat and meslin.,8,Weight in kilograms,289145000,289145000,80545905,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,450,Madagascar,MDG,1001,Wheat and meslin.,8,Weight in kilograms,57587000,57587000,13744658,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,454,Malawi,MWI,1001,Wheat and meslin.,8,Weight in kilograms,14403000,14403000,4464930,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,458,Malaysia,MYS,1001,Wheat and meslin.,8,Weight in kilograms,8164309,8164309,2636467,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,480,Mauritius,MUS,1001,Wheat and meslin.,8,Weight in kilograms,7795350,7795350,2610901,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,484,Mexico,MEX,1001,Wheat and meslin.,8,Weight in kilograms,393,393,1079,6
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,490,"Other Asia, nes",,1001,Wheat and meslin.,8,Weight in kilograms,22950,22950,15491,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,504,Morocco,MAR,1001,Wheat and meslin.,8,Weight in kilograms,200454990,200454990,59124527,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,508,Mozambique,MOZ,1001,Wheat and meslin.,8,Weight in kilograms,98913000,98913000,29529719,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,512,Oman,OMN,1001,Wheat and meslin.,8,Weight in kilograms,57484000,57484000,16009836,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,516,Namibia,NAM,1001,Wheat and meslin.,8,Weight in kilograms,17500000,17500000,5543725,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,1033570,1033570,424207,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,554,New Zealand,NZL,1001,Wheat and meslin.,8,Weight in kilograms,102,102,43,6
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,566,Nigeria,NGA,1001,Wheat and meslin.,8,Weight in kilograms,240047000,240047000,68171235,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,579,Norway,NOR,1001,Wheat and meslin.,8,Weight in kilograms,299840,299840,110041,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,586,Pakistan,PAK,1001,Wheat and meslin.,8,Weight in kilograms,399302960,399302960,112061856,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,10,10,66,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,604,Peru,PER,1001,Wheat and meslin.,8,Weight in kilograms,568593600,568593600,166138322,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,608,Philippines,PHL,1001,Wheat and meslin.,8,Weight in kilograms,20207080,20207080,6122964,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,646,Rwanda,RWA,1001,Wheat and meslin.,8,Weight in kilograms,5000000,5000000,1495000,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,686,Senegal,SEN,1001,Wheat and meslin.,8,Weight in kilograms,13548000,13548000,3753049,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,694,Sierra Leone,SLE,1001,Wheat and meslin.,8,Weight in kilograms,4600000,4600000,1486500,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,699,India,IND,1001,Wheat and meslin.,8,Weight in kilograms,195689805,195689805,58025515,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,704,Viet Nam,VNM,1001,Wheat and meslin.,8,Weight in kilograms,2461800,2461800,848061,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,710,South Africa,ZAF,1001,Wheat and meslin.,8,Weight in kilograms,709691756,709691756,211602134,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,724,Spain,ESP,1001,Wheat and meslin.,8,Weight in kilograms,49430,49430,32050,0
H3,2008,2008,2008,4,0,1,Import,32,Argentina,ARG,757,Switzerland,CHE,1001,Wheat and meslin.,8,Weight in kilograms,926,926,555,0
H3,2008,2008,2008,4,0,2,Export,32,Argentina,ARG,757,Switzerland,CHE,1001,Wheat and meslin.,8,Weight in kilograms,1639180,1639180,863548,0
